Area,Utility Group,Utility,Indicator Category,Indicator Sub Category,Indicator Code,Indicator Name,Unit,Footnote (2019-2020),2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Connected Properties and Population,C3,Number of connected non-residential properties: water supply,population 000s,,6.427,6.416,6.421,6.413,6.405,6.409,6.411,6.387,6.37,6.34,6,6,6,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Connected Properties and Population,C4,Total number of connected properties: water supply,population 000s,,43.603,43.302,43.07,42.766,42.466,42.261,42.008,41.55,41.24,40.671,40,39,40,40,39,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Connected Properties and Population,C6,Number of connected residential properties: wastewater,population 000s,,33.595,33.315,33.082,32.764,32.426,32.115,31.712,31.325,31.02,30.601,30,30,29,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Connected Properties and Population,C7,Number of connected non-residential properties: wastewater,population 000s,,3.726,3.723,3.734,3.728,3.72,3.724,3.707,3.684,3.67,3.65,4,4,4,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Connected Properties and Population,C8,Total number of connected properties: wastewater,population 000s,,37.321,37.038,36.816,36.492,36.146,35.839,35.419,35.009,34.69,34.251,34,34,33,32,32,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Water quality complaints,C9,"Number of water quality complaints per 1,000 properties: water supply","complaints/1,000 properties",,3,3.5,5,3.6,3.3,0.6,0.6,0.8,1.3,2.7,4.9,8.7,3.6,7.7,1.8,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Water service complaints,C10,"Number of water service complaints per 1,000 properties","complaints/1,000 properties",,0.1,0.1,0.4,0.1,0.2,0.2,0.3,0.2,0.5,0.6,1,1.1,0.5,1.2,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Wastewater service complaints,C11,"Number of sewerage service complaints per 1,000 properties","complaints/1,000 properties",,0.3,0.3,0.2,0.2,0.5,0.1,0.3,0.4,0.3,0.7,1.1,1.2,0.5,0.6,1,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Billing and account complaints,C12,"Number of billing and account complaints per 1,000 properties: water supply and sewerage","complaints/1,000 properties",,0.6,0.5,1.5,1.3,1.4,1.8,1.7,3.6,4,5.1,4.7,3.7,1.1,0.7,0.3,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Total water and wastewater complaints,C13,"Number of water and sewerage complaints per 1,000 properties","complaints/1,000 properties",,3.4,4,6,5.3,6.1,3.6,3.5,5.6,7.3,11,13.8,16.7,6.5,10.8,6,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Connect time to a telephone operator,C14,Percentage of calls answered by an operator within 30 seconds,%,,98.15,98.6,98.8,98.8,99.3,99,99.2,99.4,99.5,99.6,99.7,98.9,94.3,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Average duration of unplanned water supply interruptions,C15,Average duration of an unplanned interruption: water supply,minutes,"17 cases in 2019-20 had extended repair times, compared to only 7 similar cases in 2018-19.  Reasons for the extended repair times varied, but included proximity of bursts to other infrastructure (WW and non-WW infrastructure) and works having to be completed at night.",158,90.3,79.3,93.5,104.9,91.2,100.9,110.8,88.6,66,49.7,78.4,89.7,88.2,100.6,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Water interruption frequency,C17,"Number of unplanned interruptions per 1,000 properties","interruptions/ 1,000 properties",,36.1,46.2,51.7,48.4,51.4,40.3,47.6,49,29.2,69.7,50.9,71.3,72,70,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Restrictions or legal action for non-payment of water bill,C18,"Number of restrictions for non-payment of water bills per 1,000 properties","restrictions/1,000 properties",,3,3,3,3,3,4,4,3,3,3,2,0,1,0,1,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Restrictions or legal action for non-payment of water bill,C19,Number of legal actions taken for non-payment of water bills per 1000 properties,"legal actions/1,000 properties",,0,0,0,1,1,2,0,0,1,2,0,0,1,1,0,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Water service complaints,IC10,Number of water service complaints.,complaints,,5,6,18,6,8,7,13,7,,24,39,43,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Wastewater service complaints,IC11,Number of sewerage service complaints,complaints,,10,12,9,8,18,4,12,13,,24,37,41,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Billing and account complaints,IC12,Number of billing and account complaints: water supply and sewerage,complaints,,28,22,64,56,61,78,72,149,,207,188,143,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Total water and wastewater complaints,IC13,Number of water and sewerage complaints,complaints,,149,175,260,228,259,154,149,232,,446,553,650,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Water interruption frequency,IC17,Number of unplanned interruptions: water supply,interruptions,,1572,2000,2228,2072,2183,1705,1999,2034,,2834,2039,2781,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Restrictions or legal action for non-payment of water bill,IC18,Number of restrictions for non-payment of water bills,restrictions,,122,137,140,138,108,172,168,118,,103,71,14,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Restrictions or legal action for non-payment of water bill,IC19,Number of legal actions taken for non-payment of water bills,legal actions,,0,0,21,48,40,95,8,12,,81,4,7,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Customers,Water quality complaints,IC9,Number of water quality complaints: water supply,complaints,,129,151,215,153,141,24,25,35,,108,198,338,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Environment,Comparative wastewater treatment levels,E1,Percentage of wastewater only treated to a primary level,%,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Environment,Comparative wastewater treatment levels,E2,Percentage of wastewater only treated to a secondary level,%,,99.9,99.9,99.6,99.7,100,98.9,99.7,99.8,97.9,98,99,99,92,99,100,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Environment,Comparative wastewater treatment levels,E3,Percentage of wastewater treated to a tertiary level,%,,0.1,0.1,0.4,0.3,0.9,1.1,0.3,0.2,2.1,2,1.3,1,1,1,0,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Environment,Biosolids reuse,E8,Percentage of biosolids reused,%,,100,100,100,100,129,95.1,91.2,100,100,100,31.5,60.2,110.6,86.7,12,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Environment,Net greenhouse gas emissions,E9,"Net greenhouse gas emissions per 1,000 properties: water supply","t CO2 equivalents/1,000 properties",,220.6,278.4,290.3,237.5,318.6,287.3,253,332.3,370.3,244,323.1,391,337,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Environment,Net greenhouse gas emissions,E10,"Net greenhouse gas emissions per 1,000 properties: wastewater","t CO2 equivalents/1,000 properties",,429.09,465.28,461.54,478.43,501.63,506.35,477.06,439.06,489.62,501.53,534.97,714,670,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Environment,Net greenhouse gas emissions,E11,"Net greenhouse gas emissions per 1,000 properties: other","t CO2 equivalents/1,000 properties",,23.42,27.76,10.8,29.53,30.8,33.96,37.37,36.94,36.3,36.32,-6.61,-13,37,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Environment,Net greenhouse gas emissions,E12,"Total net greenhouse gas emissions per 1,000 properties","t CO2 equivalents/1,000 properties",,611.3,704.1,695.6,675.3,776.4,750.7,692.6,739.2,818.5,702.7,766.9,1001,927,1056,678,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Environment,Comparative wastewater treatment levels,IE1,Volume of wastewater only treated to a primary level,ML,,0,0,0,0,0,0,0,0,,0,0,0,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Environment,Net greenhouse gas emissions,IE10,Net greenhouse gas emissions: wastewater,t CO2 equivalents,,16014,17233,16992,17459,18132,18147,16897,15371,,17178,18053,24280,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Environment,Net greenhouse gas emissions,IE11,Net greenhouse gas emissions: other,t CO2 equivalents,,1021,1202,465,1263,1308,1435,1570,1535,,1477,-265,-502,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Environment,Net greenhouse gas emissions,IE12,Total net greenhouse gas emissions,ML,,26656,30490,29959,28880,32970,31725,29095,30714,,28578,30734,39025,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Environment,Comparative wastewater treatment levels,IE2,Volume of wastewater only treated to a secondary level,ML,,11222,10910,11009,11910,9822,10236,10753,9413.7,,11384.7,9878,9028,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Environment,Comparative wastewater treatment levels,IE3,Volume of wastewater treated to a tertiary level,ML,,6,6,42,31,84,111,33,22.2,,231.5,135,99,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Environment,Net greenhouse gas emissions,IE9,Net greenhouse gas emissions: water supply,t CO2 equivalents,,9621,12055,12502,10158,13530,12143,10628,13808,,9923,12946,15247,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Revenue,F1,Total revenue: water supply,$ 000s,,35750,37020.16,36787.567,36071.461,40215.873,38536.648,38558.442,42124.518,38370.698,30236.454,29747.462,28679.951,27763.725,28637.016,26422.736,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Revenue,F2,Total revenue: wastewater,$ 000s,,36530,36107.121,35308.401,38134.577,37746.964,38451.121,38579.364,37187.949,34091.734,29542.969,24608.953,21847.705,24832.08,24560.653,17680.473,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Revenue,F3,Total income for the utility,$ 000s,,82045,77702.613,79275.487,78232.527,82232.169,83129.426,80860.85,86729.017,92575.526,69242.072,54357.635,56885.441,54610.748,53197.669,49454.078,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Revenue,F4,Percentage of residential revenue from usage charges: water supply,%,,43.51,43.5,42.25,44.78,63.4,61.8,67.9,62.5,61.9,59,62,63.6,19.9,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Revenue,F5,Revenue per property: water supply,$/property,,819.9,854.93,854.14,843.46,947.02,911.87,917.88,1013.83,930.42,743.44,741.92,735.42,691.39,719.98,675.54,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Revenue,F6,Revenue per property: wastewater,$/property,,978.81,974.86,959.05,1045.01,1044.29,1072.88,1089.23,1062.24,982.75,862.54,729.71,643.02,748.04,766.56,552.22,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Revenue,F7,Total income per property,$/property,,1881.64,1794.43,1840.62,1829.32,1936.43,1967.05,1924.89,2087.34,2244.8,1702.5,1356.93,1458.34,1359.6,1337.49,1264.75,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Revenue from community service obligations (CSOs),F8,Community service obligations ratio,ratio,,0.0474,0.0516,0.0477,0.0475,0.045,0.0429,0.0443,0.0399,0.0361,0.0451,0.0508,0.0418,0.0437,0.0467,0.0521,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Costs,F9,Written-down replacement cost of fixed water supply assets,$ 000s,,391593,402552.189,370380.778,382432.449,404750.439,298967.565,310476.066,325456.631,343129.125,368269.363,331361.198,302193.294,302071.491,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Costs,F10,Written-down replacement cost of fixed wastewater assets,$ 000s,,313706,318908.232,305839.271,309615.471,296535.997,217021.434,216652.285,204831.136,208083.241,197783.097,252615.476,236180.711,235242.336,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Costs,F11,Operating cost per property: water supply,$/property,,536.09,561.12,537.75,520.99,523.78,538.22,494.98,529.49,615.42,552.13,577.76,596.8,486.68,492.41,461.78,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Costs,F12,Operating cost per property: wastewater,$/property,,492.89,482.03,536.47,524.8,496.65,519.9,563.53,552.89,588.97,568.02,499.81,535.92,513.71,520.36,471.37,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Costs,F13,Combined operating cost per property: water supply and wastewater,$/property,,958,973.84,996.07,969.09,1020.88,1058.12,1058.52,1082.38,1204.39,1120.15,1077.56,1132.71,911.55,1008.78,931.78,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Costs,F13.1,Combined operating cost per ML: water supply and wastewater - bulk utility,$/ML,,3642,0,0,Not applicable,,,,,,,,,,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Capital Expenditure,F14,Capital expenditure: water supply,$ 000s,,7384,6214.952,9009.936,10923.492,10169.298,6682.962,7449.391,5737.823,12398.467,7779.822,27524.151,30559.069,9826.227,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Capital Expenditure,F15,Capital expenditure: wastewater,$ 000s,,21053,15125.449,10336.653,8415.204,5114.015,7104.098,8863.288,18567.339,18759.65,5589.306,11273.968,4850.745,27195.936,,,,,
Victoria,"Medium—20,000–50,000 connected properties",Wannon Water,Finance,Capital Expenditure,F16,Total capital expenditure: water supply and wastewater,$ 000s,,28437,21340,19347,19339,15283,13787,16313,24242,31158,13369,38798,35410,37022,18561,21314,,,
